"id","sessionId","userId","userQuery","queryIntent","retrievedContext","sqlQuery","botResponse","responseSource","confidence","responseTime","tokensUsed","userFeedback","feedbackComment","timestamp"
"cmhsbk3zb0j5smaft4ksdulnd","SESSION-0000460","cmhsbjkvi00crmaftlq2453bd","Query 460 - Information request","MAINTENANCE_SCHEDULE","{""documents"":9,""relevance"":0.7358178987645481}",,"Response to query 460 with relevant information","ML_MODEL",0.8188761667098381,0,388,"POSITIVE",,"2025-10-13T03:02:56.127Z"
"cmhsbk3zd0j5tmafthoqrt14r","SESSION-0000461","cmhsbjkvk00csmaftzyf4qdhu","Query 461 - Information request","FUEL_REPORT","{""documents"":8,""relevance"":0.7660181508854876}",,"Response to query 461 with relevant information","DATABASE",0.7901745663063036,2,1314,"NEGATIVE",,"2025-10-25T08:02:56.127Z"
"cmhsbk3ze0j5umaftaak25026","SESSION-0000462","cmhsbjkvl00ctmaftelvu4iv0","Query 462 - Information request","DELAY_ANALYSIS","{""documents"":3,""relevance"":0.8486049623372655}",,"Response to query 462 with relevant information","ML_MODEL",0.7773470703148788,2,1047,"NEGATIVE",,"2025-11-02T23:02:56.127Z"
"cmhsbk3zg0j5vmaftyu1aswl8","SESSION-0000463","cmhsbjkvm00cumaftc6hlu6do","Query 463 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.7343837925386147}","SELECT * FROM hauling_activities WHERE ...","Response to query 463 with relevant information","RULE_ENGINE",0.7531221654500875,2,1490,"POSITIVE",,"2025-10-30T11:02:56.127Z"
"cmhsbk3zi0j5wmaft1ls8y07d","SESSION-0000464","cmhsbjkvn00cvmaftgglkc3n6","Query 464 - Information request","PRODUCTION_QUERY","{""documents"":8,""relevance"":0.9367936454330049}","SELECT * FROM hauling_activities WHERE ...","Response to query 464 with relevant information","RULE_ENGINE",0.9214110711437019,2,1182,"NEGATIVE","User feedback comment","2025-10-22T07:02:56.127Z"
"cmhsbk3zl0j5xmaftwv01tdvl","SESSION-0000465","cmhsbjkvp00cwmaftytpq448u","Query 465 - Information request","MAINTENANCE_SCHEDULE","{""documents"":1,""relevance"":0.8594321819094062}","SELECT * FROM hauling_activities WHERE ...","Response to query 465 with relevant information","HYBRID",0.7017677551117782,2,1390,,,"2025-11-05T13:02:56.127Z"
"cmhsbk3zn0j5ymaft05loea1f","SESSION-0000466","cmhsbjkvq00cxmaftbx8cj91z","Query 466 - Information request","EQUIPMENT_STATUS","{""documents"":1,""relevance"":0.9143305992342177}","SELECT * FROM hauling_activities WHERE ...","Response to query 466 with relevant information","HYBRID",0.8574810336670953,1,956,"POSITIVE","User feedback comment","2025-11-03T23:02:56.127Z"
"cmhsbk3zp0j5zmafttyh4y484","SESSION-0000467","cmhsbjkvr00cymaftfprmla0a","Query 467 - Information request","EQUIPMENT_STATUS","{""documents"":7,""relevance"":0.7400685894502006}","SELECT * FROM hauling_activities WHERE ...","Response to query 467 with relevant information","HYBRID",0.713219428540377,2,1467,"NEGATIVE",,"2025-10-24T16:02:56.127Z"
"cmhsbk3zt0j60maftoy5552ea","SESSION-0000468","cmhsbjkvs00czmaft9sak36f7","Query 468 - Information request","EQUIPMENT_STATUS","{""documents"":2,""relevance"":0.7261147699547157}",,"Response to query 468 with relevant information","RULE_ENGINE",0.7035891682994913,1,834,"POSITIVE",,"2025-11-01T20:02:56.127Z"
"cmhsbk3zv0j61maft0kkf84ib","SESSION-0000469","cmhsbjkvu00d0maftaw2ua6nx","Query 469 - Information request","DELAY_ANALYSIS","{""documents"":3,""relevance"":0.7926492112254979}",,"Response to query 469 with relevant information","RULE_ENGINE",0.9180277509767953,0,376,,"User feedback comment","2025-10-24T23:02:56.127Z"
"cmhsbk3zx0j62maftel1qd2go","SESSION-0000470","cmhsbjkvv00d1mafthk6ne4dy","Query 470 - Information request","DELAY_ANALYSIS","{""documents"":9,""relevance"":0.8568122462299905}",,"Response to query 470 with relevant information","DATABASE",0.7564897095243488,1,510,"NEGATIVE",,"2025-10-13T10:02:56.127Z"
"cmhsbk4000j63maftxawt923v","SESSION-0000471","cmhsbjkvw00d2mafto46vl81r","Query 471 - Information request","DELAY_ANALYSIS","{""documents"":4,""relevance"":0.8254255590737408}",,"Response to query 471 with relevant information","RULE_ENGINE",0.9036328671478606,1,890,,,"2025-11-02T17:02:56.127Z"
"cmhsbk4020j64maftlixehixg","SESSION-0000472","cmhsbjkvy00d3maftc5qtvk28","Query 472 - Information request","PRODUCTION_QUERY","{""documents"":7,""relevance"":0.7790571558746303}",,"Response to query 472 with relevant information","DATABASE",0.8107806672493147,1,502,,"User feedback comment","2025-10-30T06:02:56.127Z"
"cmhsbk4050j65maft3nndn6dt","SESSION-0000473","cmhsbjkvz00d4maftowe4urla","Query 473 - Information request","DELAY_ANALYSIS","{""documents"":6,""relevance"":0.8170815574831769}","SELECT * FROM hauling_activities WHERE ...","Response to query 473 with relevant information","ML_MODEL",0.800233514438514,2,1326,,"User feedback comment","2025-10-13T06:02:56.127Z"
"cmhsbk4070j66maftovo4ackc","SESSION-0000474","cmhsbjkw000d5maftni7qnei0","Query 474 - Information request","MAINTENANCE_SCHEDULE","{""documents"":7,""relevance"":0.8823036659489588}",,"Response to query 474 with relevant information","ML_MODEL",0.9439908627773996,1,990,,"User feedback comment","2025-11-06T19:02:56.127Z"
"cmhsbk4090j67maft4s10j4ao","SESSION-0000475","cmhsbjkw200d6maft4d69dz5e","Query 475 - Information request","MAINTENANCE_SCHEDULE","{""documents"":9,""relevance"":0.8585961788183392}","SELECT * FROM hauling_activities WHERE ...","Response to query 475 with relevant information","ML_MODEL",0.863163662465906,2,1369,"NEGATIVE","User feedback comment","2025-10-30T03:02:56.127Z"
"cmhsbk40b0j68maftyu5difz9","SESSION-0000476","cmhsbjkw300d7maftilqiyr1b","Query 476 - Information request","EQUIPMENT_STATUS","{""documents"":5,""relevance"":0.9314140150180774}","SELECT * FROM hauling_activities WHERE ...","Response to query 476 with relevant information","ML_MODEL",0.9197795216278477,2,1092,"NEGATIVE","User feedback comment","2025-10-29T15:02:56.127Z"
"cmhsbk40d0j69maftkhwxz33y","SESSION-0000477","cmhsbjkw500d8mafttshjoja4","Query 477 - Information request","FUEL_REPORT","{""documents"":1,""relevance"":0.9337151645081094}",,"Response to query 477 with relevant information","HYBRID",0.8338013625284362,1,526,"POSITIVE",,"2025-10-28T14:02:56.127Z"
"cmhsbk40f0j6amaftdiv38jey","SESSION-0000478","cmhsbjkw600d9maft9f5qnczn","Query 478 - Information request","FUEL_REPORT","{""documents"":2,""relevance"":0.8741918623564366}","SELECT * FROM hauling_activities WHERE ...","Response to query 478 with relevant information","ML_MODEL",0.8260033587039057,2,1396,"POSITIVE",,"2025-10-26T03:02:56.127Z"
"cmhsbk40i0j6bmaftf4t5wvt0","SESSION-0000479","cmhsbjkw800damafts3dtx0l9","Query 479 - Information request","MAINTENANCE_SCHEDULE","{""documents"":10,""relevance"":0.8448408577048507}",,"Response to query 479 with relevant information","ML_MODEL",0.8293548831423883,2,1455,"POSITIVE",,"2025-10-28T17:02:56.127Z"
"cmhsbk40l0j6cmaft4obpzpao","SESSION-0000480","cmhsbjkw900dbmaft1hm87xzt","Query 480 - Information request","MAINTENANCE_SCHEDULE","{""documents"":6,""relevance"":0.800915968705098}",,"Response to query 480 with relevant information","HYBRID",0.92768011899816,0,302,"POSITIVE","User feedback comment","2025-11-07T21:02:56.127Z"
"cmhsbk40n0j6dmaftmhw68bax","SESSION-0000481","cmhsbjkwa00dcmaftbdci2fnc","Query 481 - Information request","DELAY_ANALYSIS","{""documents"":10,""relevance"":0.8309497310899038}","SELECT * FROM hauling_activities WHERE ...","Response to query 481 with relevant information","HYBRID",0.8447779724145834,1,704,"NEGATIVE",,"2025-10-17T04:02:56.127Z"
"cmhsbk40o0j6emaftaft3wyjn","SESSION-0000482","cmhsbjkwb00ddmaftari7l00f","Query 482 - Information request","EQUIPMENT_STATUS","{""documents"":2,""relevance"":0.9487199169835165}","SELECT * FROM hauling_activities WHERE ...","Response to query 482 with relevant information","RULE_ENGINE",0.7173186422352985,2,1327,"POSITIVE",,"2025-11-07T07:02:56.127Z"
"cmhsbk40q0j6fmaftz0auvee0","SESSION-0000483","cmhsbjkwc00demaftkwjtiwjt","Query 483 - Information request","EQUIPMENT_STATUS","{""documents"":10,""relevance"":0.8774415142988831}","SELECT * FROM hauling_activities WHERE ...","Response to query 483 with relevant information","RULE_ENGINE",0.7851322155562106,1,987,,,"2025-10-28T20:02:56.127Z"
"cmhsbk40r0j6gmaft3cjdknnr","SESSION-0000484","cmhsbjkwe00dfmaftb0f7a9wq","Query 484 - Information request","DELAY_ANALYSIS","{""documents"":9,""relevance"":0.7464510695831531}","SELECT * FROM hauling_activities WHERE ...","Response to query 484 with relevant information","DATABASE",0.7868413991133598,2,1375,,"User feedback comment","2025-11-05T20:02:56.127Z"
"cmhsbk40t0j6hmaft5cktxj70","SESSION-0000485","cmhsbjkwf00dgmaftw7mj98qv","Query 485 - Information request","DELAY_ANALYSIS","{""documents"":8,""relevance"":0.8764288750251378}","SELECT * FROM hauling_activities WHERE ...","Response to query 485 with relevant information","HYBRID",0.9169598521003154,1,521,"POSITIVE",,"2025-10-24T10:02:56.127Z"
"cmhsbk40u0j6imaftn1gp84jm","SESSION-0000486","cmhsbjkwg00dhmaftz08vwndr","Query 486 - Information request","FUEL_REPORT","{""documents"":2,""relevance"":0.8318160618848418}","SELECT * FROM hauling_activities WHERE ...","Response to query 486 with relevant information","RULE_ENGINE",0.7463062353960253,1,688,"NEGATIVE","User feedback comment","2025-10-11T20:02:56.127Z"
"cmhsbk40w0j6jmaftpyvbnpzi","SESSION-0000487","cmhsbjkwi00dimaftu0lm3h6k","Query 487 - Information request","MAINTENANCE_SCHEDULE","{""documents"":6,""relevance"":0.8748211320499529}","SELECT * FROM hauling_activities WHERE ...","Response to query 487 with relevant information","RULE_ENGINE",0.7070802632829485,1,821,,,"2025-10-11T11:02:56.127Z"
"cmhsbk40x0j6kmaft5u28wcfe","SESSION-0000488","cmhsbjkwk00djmaftcvw7ldkv","Query 488 - Information request","PRODUCTION_QUERY","{""documents"":9,""relevance"":0.796036690208358}","SELECT * FROM hauling_activities WHERE ...","Response to query 488 with relevant information","ML_MODEL",0.8075329134209246,0,381,"NEGATIVE",,"2025-11-07T10:02:56.127Z"
"cmhsbk40z0j6lmafts0gqzmzv","SESSION-0000489","cmhsbjkwm00dkmaftd7lxa853","Query 489 - Information request","DELAY_ANALYSIS","{""documents"":7,""relevance"":0.8981216904164462}","SELECT * FROM hauling_activities WHERE ...","Response to query 489 with relevant information","ML_MODEL",0.7615922634852172,2,1299,,,"2025-11-01T17:02:56.127Z"
"cmhsbk4100j6mmaftx0intltd","SESSION-0000490","cmhsbjkwn00dlmaftvx1gi7jg","Query 490 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.7935222109665603}",,"Response to query 490 with relevant information","RULE_ENGINE",0.8418721145491136,0,401,,,"2025-10-23T10:02:56.127Z"
"cmhsbk4120j6nmaft8ciidb2a","SESSION-0000491","cmhsbjkwp00dmmaftcctvyyiu","Query 491 - Information request","PRODUCTION_QUERY","{""documents"":4,""relevance"":0.7240233324345847}",,"Response to query 491 with relevant information","ML_MODEL",0.7095634278859442,1,874,,,"2025-10-19T16:02:56.127Z"
"cmhsbk4130j6omafthygj65sg","SESSION-0000492","cmhsbjkwq00dnmaft88wf5ep4","Query 492 - Information request","EQUIPMENT_STATUS","{""documents"":1,""relevance"":0.7931139326481885}",,"Response to query 492 with relevant information","ML_MODEL",0.7897605752723692,2,1428,"POSITIVE",,"2025-10-27T11:02:56.127Z"
"cmhsbk4140j6pmaftcztigf4f","SESSION-0000493","cmhsbjkwr00domaftya6qbgek","Query 493 - Information request","MAINTENANCE_SCHEDULE","{""documents"":1,""relevance"":0.7289033029530123}","SELECT * FROM hauling_activities WHERE ...","Response to query 493 with relevant information","ML_MODEL",0.7169701131420683,2,1179,"NEGATIVE",,"2025-10-17T10:02:56.127Z"
"cmhsbk4160j6qmaft44u1qovh","SESSION-0000494","cmhsbjkws00dpmaftrs17csh2","Query 494 - Information request","MAINTENANCE_SCHEDULE","{""documents"":3,""relevance"":0.7972710161407798}","SELECT * FROM hauling_activities WHERE ...","Response to query 494 with relevant information","RULE_ENGINE",0.7872337601058776,1,522,,"User feedback comment","2025-11-05T06:02:56.127Z"
"cmhsbk4180j6rmaftbm4cajhw","SESSION-0000495","cmhsbjkwt00dqmaft19cv5wqn","Query 495 - Information request","EQUIPMENT_STATUS","{""documents"":10,""relevance"":0.9465654973341369}",,"Response to query 495 with relevant information","ML_MODEL",0.7154923841812744,0,465,"POSITIVE",,"2025-11-07T19:02:56.127Z"
"cmhsbk41a0j6smaftrrmwni97","SESSION-0000496","cmhsbjkwu00drmaft4kq47683","Query 496 - Information request","DELAY_ANALYSIS","{""documents"":9,""relevance"":0.7685302959264346}",,"Response to query 496 with relevant information","HYBRID",0.8766842073555603,2,1188,"NEGATIVE",,"2025-11-07T10:02:56.127Z"
"cmhsbk41c0j6tmaftjsr9tvjm","SESSION-0000497","cmhsbjkww00dsmaftdpp0aufc","Query 497 - Information request","DELAY_ANALYSIS","{""documents"":5,""relevance"":0.8627774369079924}",,"Response to query 497 with relevant information","HYBRID",0.7983811829078418,1,506,"NEGATIVE",,"2025-10-17T11:02:56.127Z"
"cmhsbk41f0j6umaftcmerptqj","SESSION-0000498","cmhsbjkwx00dtmaftucctj4xe","Query 498 - Information request","EQUIPMENT_STATUS","{""documents"":2,""relevance"":0.9057463148696767}","SELECT * FROM hauling_activities WHERE ...","Response to query 498 with relevant information","HYBRID",0.7871716525436865,0,267,"POSITIVE",,"2025-10-27T08:02:56.127Z"
"cmhsbk41i0j6vmaft11ps4e82","SESSION-0000499","cmhsbjkwy00dumaftxin4s9bp","Query 499 - Information request","DELAY_ANALYSIS","{""documents"":2,""relevance"":0.7747673442271223}","SELECT * FROM hauling_activities WHERE ...","Response to query 499 with relevant information","HYBRID",0.9449198598823214,1,763,"NEGATIVE","User feedback comment","2025-11-08T20:02:56.127Z"
"cmhsbk41k0j6wmaftmgxtllaz","SESSION-0000500","cmhsbjkx000dvmaftwplzenpe","Query 500 - Information request","DELAY_ANALYSIS","{""documents"":10,""relevance"":0.9398093543496164}",,"Response to query 500 with relevant information","RULE_ENGINE",0.9251562813325651,0,450,"NEGATIVE",,"2025-10-14T06:02:56.127Z"
"cmhsbk41m0j6xmaft58ptc9fh","SESSION-0000501","cmhsbjkx200dwmaft4x98mkot","Query 501 - Information request","MAINTENANCE_SCHEDULE","{""documents"":4,""relevance"":0.7599407172213268}",,"Response to query 501 with relevant information","DATABASE",0.7442624179008823,1,859,"POSITIVE","User feedback comment","2025-10-21T10:02:56.127Z"
"cmhsbk41o0j6ymaftrp8fm9zl","SESSION-0000502","cmhsbjkx300dxmaft6ty7x5kd","Query 502 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.8567303674861508}","SELECT * FROM hauling_activities WHERE ...","Response to query 502 with relevant information","DATABASE",0.8466698072409493,2,1086,,,"2025-11-01T23:02:56.127Z"
"cmhsbk41q0j6zmaft1qyb65hx","SESSION-0000503","cmhsbjkx400dymaft6ppednpq","Query 503 - Information request","MAINTENANCE_SCHEDULE","{""documents"":2,""relevance"":0.8508809443546488}",,"Response to query 503 with relevant information","HYBRID",0.7981221960463463,0,426,"NEGATIVE",,"2025-10-18T20:02:56.127Z"
"cmhsbk41r0j70maftnzuu7tlc","SESSION-0000504","cmhsbjkx500dzmafttfpxuorz","Query 504 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.9423262054709062}","SELECT * FROM hauling_activities WHERE ...","Response to query 504 with relevant information","DATABASE",0.8774506628659053,2,1462,"NEGATIVE",,"2025-10-18T01:02:56.127Z"
"cmhsbk41u0j71maftira3khbq","SESSION-0000505","cmhsbjkx700e0maftmr3yzlh9","Query 505 - Information request","MAINTENANCE_SCHEDULE","{""documents"":1,""relevance"":0.9164780261081489}","SELECT * FROM hauling_activities WHERE ...","Response to query 505 with relevant information","HYBRID",0.9479296212999088,0,265,,,"2025-10-23T14:02:56.127Z"
"cmhsbk41x0j72maftxtn2a35b","SESSION-0000506","cmhsbjkx800e1maftvva6hjt2","Query 506 - Information request","FUEL_REPORT","{""documents"":9,""relevance"":0.8476859388545612}","SELECT * FROM hauling_activities WHERE ...","Response to query 506 with relevant information","RULE_ENGINE",0.939857428278149,2,1461,"POSITIVE",,"2025-10-27T05:02:56.127Z"
"cmhsbk41y0j73maftrskw7xf6","SESSION-0000507","cmhsbjkx900e2maft8lm5bmjt","Query 507 - Information request","FUEL_REPORT","{""documents"":2,""relevance"":0.863473604544446}","SELECT * FROM hauling_activities WHERE ...","Response to query 507 with relevant information","RULE_ENGINE",0.7099155108392814,1,590,"NEGATIVE",,"2025-11-02T10:02:56.127Z"
"cmhsbk4200j74maft1rg8g0ow","SESSION-0000508","cmhsbjkxa00e3maftn69qkr9c","Query 508 - Information request","DELAY_ANALYSIS","{""documents"":4,""relevance"":0.7462509858461414}","SELECT * FROM hauling_activities WHERE ...","Response to query 508 with relevant information","DATABASE",0.8523729643625639,2,1008,"POSITIVE",,"2025-10-27T15:02:56.127Z"
"cmhsbk4210j75maftuxh6d749","SESSION-0000509","cmhsbjkxb00e4maftcygy5tmp","Query 509 - Information request","EQUIPMENT_STATUS","{""documents"":5,""relevance"":0.7888338122513914}",,"Response to query 509 with relevant information","DATABASE",0.7164736304567302,2,1459,,"User feedback comment","2025-10-16T16:02:56.127Z"
"cmhsbk4220j76maftox36o7yg","SESSION-0000510","cmhsbjkxc00e5maftxp3999wb","Query 510 - Information request","PRODUCTION_QUERY","{""documents"":7,""relevance"":0.8390677458194711}","SELECT * FROM hauling_activities WHERE ...","Response to query 510 with relevant information","ML_MODEL",0.7836270975820734,2,1456,"NEGATIVE",,"2025-11-09T20:02:56.127Z"
"cmhsbk4240j77maftdooe15n7","SESSION-0000511","cmhsbjkxd00e6maftbi6wed72","Query 511 - Information request","DELAY_ANALYSIS","{""documents"":10,""relevance"":0.7961035796946256}","SELECT * FROM hauling_activities WHERE ...","Response to query 511 with relevant information","ML_MODEL",0.8833350453072589,1,628,"NEGATIVE",,"2025-10-11T21:02:56.127Z"
"cmhsbk4250j78maftw20a9fqy","SESSION-0000512","cmhsbjkxf00e7maft1w04dn3n","Query 512 - Information request","MAINTENANCE_SCHEDULE","{""documents"":8,""relevance"":0.8941742855631863}","SELECT * FROM hauling_activities WHERE ...","Response to query 512 with relevant information","RULE_ENGINE",0.8716471494454572,0,368,"POSITIVE",,"2025-10-25T05:02:56.127Z"
"cmhsbk4260j79maftohylyvrl","SESSION-0000513","cmhsbjkxh00e8maftzfse1p6f","Query 513 - Information request","DELAY_ANALYSIS","{""documents"":3,""relevance"":0.7639071724359269}","SELECT * FROM hauling_activities WHERE ...","Response to query 513 with relevant information","RULE_ENGINE",0.816631901679989,1,849,,,"2025-11-07T01:02:56.127Z"
"cmhsbk4270j7amaftwpgfy0bj","SESSION-0000514","cmhsbjkxi00e9maftdh3vnbny","Query 514 - Information request","DELAY_ANALYSIS","{""documents"":10,""relevance"":0.8800234904425153}","SELECT * FROM hauling_activities WHERE ...","Response to query 514 with relevant information","HYBRID",0.7566023898683165,0,364,"NEGATIVE",,"2025-10-11T12:02:56.127Z"
"cmhsbk4290j7bmaftbybkxfup","SESSION-0000515","cmhsbjkxj00eamaftlljg4d2j","Query 515 - Information request","EQUIPMENT_STATUS","{""documents"":9,""relevance"":0.7151692800424923}","SELECT * FROM hauling_activities WHERE ...","Response to query 515 with relevant information","RULE_ENGINE",0.8393771366434057,2,1492,"POSITIVE",,"2025-10-22T22:02:56.127Z"
"cmhsbk42a0j7cmaftc3dipz76","SESSION-0000516","cmhsbjkxl00ebmaftdz4zvlk0","Query 516 - Information request","PRODUCTION_QUERY","{""documents"":6,""relevance"":0.7384874821686775}","SELECT * FROM hauling_activities WHERE ...","Response to query 516 with relevant information","ML_MODEL",0.8446063858407782,1,724,,,"2025-11-08T09:02:56.127Z"
"cmhsbk42c0j7dmaft0je3rpgl","SESSION-0000517","cmhsbjkxm00ecmaftbmbbumjv","Query 517 - Information request","PRODUCTION_QUERY","{""documents"":6,""relevance"":0.7658113633423964}",,"Response to query 517 with relevant information","RULE_ENGINE",0.804921655861297,1,762,"POSITIVE","User feedback comment","2025-10-23T10:02:56.127Z"
"cmhsbk42e0j7emaftu5x271qi","SESSION-0000518","cmhsbjkxn00edmaftstlj67wc","Query 518 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.7807500096512798}","SELECT * FROM hauling_activities WHERE ...","Response to query 518 with relevant information","DATABASE",0.9051241723409765,1,588,,,"2025-10-18T00:02:56.127Z"
"cmhsbk42f0j7fmaftv3lo9wqb","SESSION-0000519","cmhsbjkxo00eemaft76qli6a8","Query 519 - Information request","DELAY_ANALYSIS","{""documents"":2,""relevance"":0.8792611838591604}","SELECT * FROM hauling_activities WHERE ...","Response to query 519 with relevant information","RULE_ENGINE",0.8894453945375187,2,1170,"NEGATIVE",,"2025-11-03T20:02:56.127Z"
"cmhsbk42g0j7gmaftg8r51xru","SESSION-0000520","cmhsbjkxp00efmaft4ebm86vw","Query 520 - Information request","DELAY_ANALYSIS","{""documents"":6,""relevance"":0.8768378793228926}","SELECT * FROM hauling_activities WHERE ...","Response to query 520 with relevant information","ML_MODEL",0.9051674807522947,1,740,"NEGATIVE",,"2025-10-27T18:02:56.127Z"
"cmhsbk42h0j7hmaftbjzzgxjo","SESSION-0000521","cmhsbjkxq00egmaft7ii0n24i","Query 521 - Information request","DELAY_ANALYSIS","{""documents"":9,""relevance"":0.9257912743277663}",,"Response to query 521 with relevant information","RULE_ENGINE",0.7551518970236621,1,603,"NEGATIVE",,"2025-10-14T00:02:56.127Z"
"cmhsbk42j0j7imafti8fsa3as","SESSION-0000522","cmhsbjkxr00ehmaft6mrsipx3","Query 522 - Information request","FUEL_REPORT","{""documents"":4,""relevance"":0.8888494137177072}",,"Response to query 522 with relevant information","ML_MODEL",0.9023604430280308,1,739,"NEGATIVE",,"2025-10-20T05:02:56.127Z"
"cmhsbk42k0j7jmaftir3e3mlq","SESSION-0000523","cmhsbjkxs00eimaftjg8hs8go","Query 523 - Information request","PRODUCTION_QUERY","{""documents"":9,""relevance"":0.8151616738526886}","SELECT * FROM hauling_activities WHERE ...","Response to query 523 with relevant information","DATABASE",0.7928700756444429,1,772,,,"2025-10-14T05:02:56.127Z"
"cmhsbk42l0j7kmaftv0usznvz","SESSION-0000524","cmhsbjkxt00ejmaftxgd7jm64","Query 524 - Information request","PRODUCTION_QUERY","{""documents"":7,""relevance"":0.746078699246304}","SELECT * FROM hauling_activities WHERE ...","Response to query 524 with relevant information","HYBRID",0.7783974232848514,0,296,"NEGATIVE",,"2025-11-09T22:02:56.127Z"
"cmhsbk42m0j7lmaftfbsoadd4","SESSION-0000525","cmhsbjkxv00ekmaft5vorcex2","Query 525 - Information request","PRODUCTION_QUERY","{""documents"":6,""relevance"":0.8230880882053648}","SELECT * FROM hauling_activities WHERE ...","Response to query 525 with relevant information","HYBRID",0.7275683156868324,1,593,"POSITIVE",,"2025-10-26T14:02:56.127Z"
"cmhsbk42n0j7mmafthge1ahdo","SESSION-0000526","cmhsbjkxx00elmaft7aqmg9d6","Query 526 - Information request","FUEL_REPORT","{""documents"":8,""relevance"":0.8532323406782392}","SELECT * FROM hauling_activities WHERE ...","Response to query 526 with relevant information","RULE_ENGINE",0.8281864873044329,2,1304,,,"2025-10-25T11:02:56.127Z"
"cmhsbk42p0j7nmaft1008p0rv","SESSION-0000527","cmhsbjkxy00emmaftdn5jltm5","Query 527 - Information request","MAINTENANCE_SCHEDULE","{""documents"":10,""relevance"":0.9024533983814256}",,"Response to query 527 with relevant information","ML_MODEL",0.9252060940781317,1,599,,,"2025-10-22T20:02:56.127Z"
"cmhsbk42q0j7omafttoi92a5k","SESSION-0000528","cmhsbjky000enmaftd1wxa8ec","Query 528 - Information request","EQUIPMENT_STATUS","{""documents"":7,""relevance"":0.725971442334168}",,"Response to query 528 with relevant information","DATABASE",0.7400929190308149,1,873,"POSITIVE",,"2025-10-30T00:02:56.127Z"
"cmhsbk42s0j7pmaftvh215m4n","SESSION-0000529","cmhsbjky100eomaftbczpwajr","Query 529 - Information request","EQUIPMENT_STATUS","{""documents"":4,""relevance"":0.7019137983301114}",,"Response to query 529 with relevant information","DATABASE",0.7585620456786839,1,976,"POSITIVE",,"2025-10-16T01:02:56.127Z"
"cmhsbk42t0j7qmaftdu4kd0fz","SESSION-0000530","cmhsbjky200epmaft5rr9zez5","Query 530 - Information request","PRODUCTION_QUERY","{""documents"":1,""relevance"":0.7981935998633558}","SELECT * FROM hauling_activities WHERE ...","Response to query 530 with relevant information","RULE_ENGINE",0.8756927530333274,0,481,"NEGATIVE","User feedback comment","2025-10-16T12:02:56.127Z"
"cmhsbk42v0j7rmaftw4en936f","SESSION-0000531","cmhsbjky400eqmaft47nehl8w","Query 531 - Information request","DELAY_ANALYSIS","{""documents"":7,""relevance"":0.9017863065027253}",,"Response to query 531 with relevant information","DATABASE",0.8343400961892675,2,1113,,,"2025-10-20T02:02:56.127Z"
"cmhsbk42w0j7smaftuio0owcs","SESSION-0000532","cmhsbjky500ermaft4inopihl","Query 532 - Information request","PRODUCTION_QUERY","{""documents"":3,""relevance"":0.9410130182565877}","SELECT * FROM hauling_activities WHERE ...","Response to query 532 with relevant information","DATABASE",0.7999864909651793,2,1176,"POSITIVE","User feedback comment","2025-11-03T12:02:56.127Z"
"cmhsbk42x0j7tmaftq1ovw9pk","SESSION-0000533","cmhsbjky600esmaftias2f8jm","Query 533 - Information request","PRODUCTION_QUERY","{""documents"":6,""relevance"":0.8151655873140118}","SELECT * FROM hauling_activities WHERE ...","Response to query 533 with relevant information","RULE_ENGINE",0.9008907146998324,1,890,"NEGATIVE",,"2025-11-04T12:02:56.127Z"
"cmhsbk42z0j7umaft5h526141","SESSION-0000534","cmhsbjky700etmaft2b61kgk3","Query 534 - Information request","EQUIPMENT_STATUS","{""documents"":9,""relevance"":0.9447425556767324}",,"Response to query 534 with relevant information","DATABASE",0.8375168550627157,2,1476,,,"2025-10-13T05:02:56.127Z"
"cmhsbk4300j7vmaftshaic5h9","SESSION-0000535","cmhsbjky800eumaftp65grff8","Query 535 - Information request","EQUIPMENT_STATUS","{""documents"":2,""relevance"":0.8884993272227055}","SELECT * FROM hauling_activities WHERE ...","Response to query 535 with relevant information","DATABASE",0.8913243008242542,1,709,,,"2025-11-02T14:02:56.127Z"
"cmhsbk4310j7wmaftkk5j7x59","SESSION-0000536","cmhsbjky900evmaft743aldi8","Query 536 - Information request","EQUIPMENT_STATUS","{""documents"":5,""relevance"":0.7984502509421486}","SELECT * FROM hauling_activities WHERE ...","Response to query 536 with relevant information","ML_MODEL",0.7720476955468809,1,965,"NEGATIVE",,"2025-10-24T21:02:56.127Z"
"cmhsbk4330j7xmaftv45zfju0","SESSION-0000537","cmhsbjkya00ewmaft0k4rqpx3","Query 537 - Information request","DELAY_ANALYSIS","{""documents"":1,""relevance"":0.9417596387551419}",,"Response to query 537 with relevant information","ML_MODEL",0.7098983039836697,1,805,,,"2025-10-28T05:02:56.127Z"
"cmhsbk4340j7ymaft39zvnm76","SESSION-0000538","cmhsbjkyc00exmaft73kljqw4","Query 538 - Information request","DELAY_ANALYSIS","{""documents"":7,""relevance"":0.7613700207868291}",,"Response to query 538 with relevant information","DATABASE",0.8125441564771598,1,647,,,"2025-11-06T21:02:56.127Z"
