"id","recommendationId","recommendation","category","priority","justification","contextData","estimatedImpact","estimatedSavings","status","executedBy","executedAt","actualImpact","effectiveness","remarks","timestamp","updatedAt"
"cmhsbk3ai0ip4maftjv020n8v","REC-0000460","Recommendation 460 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":740}","Positive impact on efficiency",10425945.12436711,"EXECUTED","cmhsbjkg4001rmaft4ku8515q","2025-10-16T14:57:25.279Z","Implemented successfully",0.739637359252838,,"2025-10-07T23:02:55.225Z","2025-11-09T23:02:55.914Z"
"cmhsbk3ak0ip5maftbkk9l56k","REC-0000461","Recommendation 461 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":592}","Positive impact on efficiency",34155075.99182427,"IGNORED",,,,,,"2025-11-06T23:02:55.225Z","2025-11-09T23:02:55.916Z"
"cmhsbk3am0ip6maftgli7eiyp","REC-0000462","Recommendation 462 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":775}","Positive impact on efficiency",8232273.916070694,"IGNORED",,,,,,"2025-10-11T23:02:55.225Z","2025-11-09T23:02:55.918Z"
"cmhsbk3an0ip7maftrlxprouy","REC-0000463","Recommendation 463 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":692}",,34874586.53204851,"PENDING",,,,,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.920Z"
"cmhsbk3ap0ip8maft103d1e93","REC-0000464","Recommendation 464 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":942}","Positive impact on efficiency",35402977.72441576,"EXECUTED","cmhsbjkdp0001maftund967le","2025-10-19T14:38:50.517Z","Implemented successfully",0.8798396425614627,,"2025-10-15T23:02:55.225Z","2025-11-09T23:02:55.921Z"
"cmhsbk3aq0ip9maftyhoz2oib","REC-0000465","Recommendation 465 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":87}",,32814470.30816771,"PENDING",,,,,,"2025-10-23T23:02:55.225Z","2025-11-09T23:02:55.922Z"
"cmhsbk3ar0ipamaftwsv3akyz","REC-0000466","Recommendation 466 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":111}","Positive impact on efficiency",28340835.41936901,"IGNORED",,,,,,"2025-10-02T23:02:55.225Z","2025-11-09T23:02:55.924Z"
"cmhsbk3at0ipbmaft8t7d7qtu","REC-0000467","Recommendation 467 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":317}","Positive impact on efficiency",16285062.68810928,"IGNORED",,,,,,"2025-10-09T23:02:55.225Z","2025-11-09T23:02:55.925Z"
"cmhsbk3au0ipcmaftgoly2d1c","REC-0000468","Recommendation 468 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":457}",,48393527.72846339,"PENDING",,,,,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.926Z"
"cmhsbk3av0ipdmaftqm3mt3z8","REC-0000469","Recommendation 469 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":845}","Positive impact on efficiency",22724523.21950381,"EXECUTED","cmhsbjkdw0006maftoug0ufbw","2025-10-19T22:48:12.448Z","Implemented successfully",0.8114790537432484,,"2025-10-17T23:02:55.225Z","2025-11-09T23:02:55.928Z"
"cmhsbk3ax0ipemaftdxdtqjd1","REC-0000470","Recommendation 470 - Optimize operational efficiency","SAFETY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":783}",,11040444.1585485,"PENDING",,,,,,"2025-11-05T23:02:55.225Z","2025-11-09T23:02:55.929Z"
"cmhsbk3az0ipfmaft0askk9ab","REC-0000471","Recommendation 471 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":640}","Positive impact on efficiency",31651937.79796142,"IGNORED",,,,,,"2025-10-05T23:02:55.225Z","2025-11-09T23:02:55.931Z"
"cmhsbk3b10ipgmaftmie2nk9w","REC-0000472","Recommendation 472 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":988}",,18264013.67635555,"PENDING",,,,,,"2025-10-09T23:02:55.225Z","2025-11-09T23:02:55.933Z"
"cmhsbk3b20iphmafthkzn68xo","REC-0000473","Recommendation 473 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":876}","Positive impact on efficiency",43579767.98737278,"IGNORED",,,,,,"2025-09-15T23:02:55.225Z","2025-11-09T23:02:55.935Z"
"cmhsbk3b40ipimaft3menz6ln","REC-0000474","Recommendation 474 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":907}","Positive impact on efficiency",42195202.79271042,"IGNORED",,,,,,"2025-10-19T23:02:55.225Z","2025-11-09T23:02:55.936Z"
"cmhsbk3b50ipjmaft47qy8ol4","REC-0000475","Recommendation 475 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":939}","Positive impact on efficiency",20325403.12648167,"EXECUTED","cmhsbjke5000cmaftdepyu2zq","2025-10-22T21:08:17.556Z","Implemented successfully",0.8803419552802211,,"2025-10-15T23:02:55.225Z","2025-11-09T23:02:55.938Z"
"cmhsbk3b70ipkmaftfrmymwfi","REC-0000476","Recommendation 476 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":29}","Positive impact on efficiency",46454253.4602227,"EXECUTED","cmhsbjke6000dmaft50omsmbb","2025-10-05T07:02:05.928Z","Implemented successfully",0.6142777585945101,,"2025-09-28T23:02:55.225Z","2025-11-09T23:02:55.939Z"
"cmhsbk3b80iplmaft6l85fqjm","REC-0000477","Recommendation 477 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":719}",,39361511.97902082,"PENDING",,,,,,"2025-10-19T23:02:55.225Z","2025-11-09T23:02:55.940Z"
"cmhsbk3b90ipmmaftr28wklpx","REC-0000478","Recommendation 478 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":564}","Positive impact on efficiency",38223793.25934783,"IGNORED",,,,,,"2025-10-15T23:02:55.225Z","2025-11-09T23:02:55.942Z"
"cmhsbk3bb0ipnmaftqgbaonbi","REC-0000479","Recommendation 479 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":969}",,35941297.17272101,"PENDING",,,,,,"2025-09-20T23:02:55.225Z","2025-11-09T23:02:55.943Z"
"cmhsbk3bc0ipomaftvzg3ulbx","REC-0000480","Recommendation 480 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":81}","Positive impact on efficiency",23181433.2404841,"IGNORED",,,,,,"2025-09-12T23:02:55.225Z","2025-11-09T23:02:55.945Z"
"cmhsbk3bd0ippmaftjo6d8pyw","REC-0000481","Recommendation 481 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":707}","Positive impact on efficiency",17081474.96615332,"IGNORED",,,,,,"2025-10-12T23:02:55.225Z","2025-11-09T23:02:55.946Z"
"cmhsbk3bf0ipqmaftj3wky1gv","REC-0000482","Recommendation 482 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":608}","Positive impact on efficiency",9344079.192419026,"EXECUTED","cmhsbjkef000jmaftnq80ep5o","2025-10-16T11:39:08.746Z","Implemented successfully",0.7266117946727492,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.947Z"
"cmhsbk3bh0iprmaftx8u5kfyo","REC-0000483","Recommendation 483 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":280}","Positive impact on efficiency",15665608.42692908,"EXECUTED","cmhsbjkeg000kmaftgbda2u0o","2025-10-09T12:39:04.230Z","Implemented successfully",0.6913665681638765,,"2025-10-04T23:02:55.225Z","2025-11-09T23:02:55.949Z"
"cmhsbk3bj0ipsmaftnsq9g2fg","REC-0000484","Recommendation 484 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":170}","Positive impact on efficiency",10612364.79875368,"IGNORED",,,,,,"2025-09-30T23:02:55.225Z","2025-11-09T23:02:55.951Z"
"cmhsbk3bk0iptmaftf11s9yct","REC-0000485","Recommendation 485 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":986}","Positive impact on efficiency",16710644.10866866,"IGNORED",,,,,,"2025-09-21T23:02:55.225Z","2025-11-09T23:02:55.953Z"
"cmhsbk3bm0ipumaftrr58dm35","REC-0000486","Recommendation 486 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":424}","Positive impact on efficiency",24460880.83655925,"EXECUTED","cmhsbjkek000nmaftllf74480","2025-11-08T19:34:44.632Z","Implemented successfully",0.887744923253247,,"2025-10-31T23:02:55.225Z","2025-11-09T23:02:55.954Z"
"cmhsbk3bn0ipvmaftf2xplytq","REC-0000487","Recommendation 487 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":788}",,48217398.49314479,"PENDING",,,,,,"2025-11-04T23:02:55.225Z","2025-11-09T23:02:55.955Z"
"cmhsbk3bp0ipwmaftkd00vpw1","REC-0000488","Recommendation 488 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":656}","Positive impact on efficiency",50727826.39304854,"EXECUTED","cmhsbjken000pmaftxgneofux","2025-10-14T18:05:48.144Z","Implemented successfully",0.9170088604792883,,"2025-10-09T23:02:55.225Z","2025-11-09T23:02:55.957Z"
"cmhsbk3bq0ipxmaftl6pbkmnj","REC-0000489","Recommendation 489 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":534}","Positive impact on efficiency",22291470.26991189,"IGNORED",,,,,,"2025-10-12T23:02:55.225Z","2025-11-09T23:02:55.958Z"
"cmhsbk3br0ipymaftp47cjy80","REC-0000490","Recommendation 490 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":443}","Positive impact on efficiency",27340804.92020014,"IGNORED",,,,,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.960Z"
"cmhsbk3bt0ipzmaftp4igvp04","REC-0000491","Recommendation 491 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":25}","Positive impact on efficiency",44003415.95016084,"EXECUTED","cmhsbjker000smaftlv9hgmeo","2025-09-22T01:32:50.717Z","Implemented successfully",0.6266527413374914,,"2025-09-15T23:02:55.225Z","2025-11-09T23:02:55.961Z"
"cmhsbk3bu0iq0maftkk15uggo","REC-0000492","Recommendation 492 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":891}",,22613521.95242431,"PENDING",,,,,,"2025-09-21T23:02:55.225Z","2025-11-09T23:02:55.962Z"
"cmhsbk3bw0iq1maft1d7ehkod","REC-0000493","Recommendation 493 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":912}","Positive impact on efficiency",43489256.36590303,"EXECUTED","cmhsbjkeu000umaft72sxcbfm","2025-10-09T07:00:40.741Z","Implemented successfully",0.8194166768514975,,"2025-09-29T23:02:55.225Z","2025-11-09T23:02:55.964Z"
"cmhsbk3by0iq2maftg6kfu5ei","REC-0000494","Recommendation 494 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":145}",,50901518.19660644,"PENDING",,,,,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.966Z"
"cmhsbk3bz0iq3mafty1ai0a54","REC-0000495","Recommendation 495 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":778}","Positive impact on efficiency",19625398.9263764,"IGNORED",,,,,,"2025-10-20T23:02:55.225Z","2025-11-09T23:02:55.968Z"
"cmhsbk3c10iq4maft4q2koj5q","REC-0000496","Recommendation 496 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":137}",,13999122.09481655,"PENDING",,,,,,"2025-10-27T23:02:55.225Z","2025-11-09T23:02:55.969Z"
"cmhsbk3c20iq5maftuprfyal5","REC-0000497","Recommendation 497 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":228}","Positive impact on efficiency",38101948.75979189,"IGNORED",,,,,,"2025-10-04T23:02:55.225Z","2025-11-09T23:02:55.971Z"
"cmhsbk3c40iq6maftrjncbwou","REC-0000498","Recommendation 498 - Optimize operational efficiency","ALLOCATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":232}",,50514273.69113044,"PENDING",,,,,,"2025-10-11T23:02:55.225Z","2025-11-09T23:02:55.972Z"
"cmhsbk3c50iq7maftxwyl9zic","REC-0000499","Recommendation 499 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":998}","Positive impact on efficiency",47676165.46447579,"EXECUTED","cmhsbjkf20010maftc643gj1c","2025-11-11T06:37:50.882Z","Implemented successfully",0.8819266275120216,,"2025-11-02T23:02:55.225Z","2025-11-09T23:02:55.973Z"
"cmhsbk3c60iq8maftquatfoox","REC-0000500","Recommendation 500 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":652}","Positive impact on efficiency",37314980.47166696,"EXECUTED","cmhsbjkf40011maftzk8arvmv","2025-11-11T02:07:52.507Z","Implemented successfully",0.9072300827307209,,"2025-11-07T23:02:55.225Z","2025-11-09T23:02:55.975Z"
"cmhsbk3c80iq9maftn0k81vq0","REC-0000501","Recommendation 501 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":771}","Positive impact on efficiency",36971803.62255323,"IGNORED",,,,,,"2025-10-06T23:02:55.225Z","2025-11-09T23:02:55.976Z"
"cmhsbk3c90iqamaftqpt74cl3","REC-0000502","Recommendation 502 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":616}",,54783982.47525324,"PENDING",,,,,,"2025-10-10T23:02:55.225Z","2025-11-09T23:02:55.977Z"
"cmhsbk3ca0iqbmaftzu0ncw4d","REC-0000503","Recommendation 503 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":630}","Positive impact on efficiency",19244554.14600564,"EXECUTED","cmhsbjkf80014maft46ghpdly","2025-09-30T14:20:01.014Z","Implemented successfully",0.8916038002242758,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.979Z"
"cmhsbk3cc0iqcmaftuvpg8c2o","REC-0000504","Recommendation 504 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":473}","Positive impact on efficiency",51317353.50012004,"EXECUTED","cmhsbjkf90015maftmmc9gxhb","2025-10-11T09:18:22.079Z","Implemented successfully",0.787700623752136,,"2025-10-01T23:02:55.225Z","2025-11-09T23:02:55.980Z"
"cmhsbk3ce0iqdmaftlqtoh540","REC-0000505","Recommendation 505 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":263}","Positive impact on efficiency",17309396.89033828,"IGNORED",,,,,,"2025-09-11T23:02:55.225Z","2025-11-09T23:02:55.982Z"
"cmhsbk3cg0iqemaftqyikw24u","REC-0000506","Recommendation 506 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":270}",,45945121.98609628,"PENDING",,,,,,"2025-09-11T23:02:55.225Z","2025-11-09T23:02:55.984Z"
"cmhsbk3ch0iqfmaftzyivf3mz","REC-0000507","Recommendation 507 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":414}",,21626123.25269528,"PENDING",,,,,,"2025-11-03T23:02:55.225Z","2025-11-09T23:02:55.986Z"
"cmhsbk3cj0iqgmaft122sfuus","REC-0000508","Recommendation 508 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":937}",,42547489.59848168,"PENDING",,,,,,"2025-09-28T23:02:55.225Z","2025-11-09T23:02:55.987Z"
"cmhsbk3ck0iqhmaft24l2q11p","REC-0000509","Recommendation 509 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":373}","Positive impact on efficiency",34007007.56233451,"EXECUTED","cmhsbjkfg001amaftfze5vqss","2025-11-16T16:04:47.864Z","Implemented successfully",0.8920894048848265,,"2025-11-07T23:02:55.225Z","2025-11-09T23:02:55.989Z"
"cmhsbk3cm0iqimaft5i2sq6dc","REC-0000510","Recommendation 510 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":404}","Positive impact on efficiency",31088563.16935927,"IGNORED",,,,,,"2025-11-01T23:02:55.225Z","2025-11-09T23:02:55.990Z"
"cmhsbk3cn0iqjmaftia4dazzx","REC-0000511","Recommendation 511 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":715}","Positive impact on efficiency",47355509.32974741,"EXECUTED","cmhsbjkfj001cmafts1vmlkvl","2025-10-11T01:44:18.641Z","Implemented successfully",0.6252050928671816,,"2025-10-09T23:02:55.225Z","2025-11-09T23:02:55.991Z"
"cmhsbk3co0iqkmaftzw1vanbt","REC-0000512","Recommendation 512 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":74}","Positive impact on efficiency",49852444.12012716,"EXECUTED","cmhsbjkfk001dmaftyxs4y5tl","2025-10-15T17:53:51.372Z","Implemented successfully",0.6742684789532669,,"2025-10-05T23:02:55.225Z","2025-11-09T23:02:55.993Z"
"cmhsbk3cq0iqlmaftsh231f8k","REC-0000513","Recommendation 513 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":989}","Positive impact on efficiency",31122460.58649212,"EXECUTED","cmhsbjkfm001emaftwp1629bg","2025-11-16T22:53:25.374Z","Implemented successfully",0.7717720475320387,,"2025-11-08T23:02:55.225Z","2025-11-09T23:02:55.994Z"
"cmhsbk3cr0iqmmaftddeu4k8p","REC-0000514","Recommendation 514 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":971}",,36916176.90827511,"PENDING",,,,,,"2025-11-01T23:02:55.225Z","2025-11-09T23:02:55.996Z"
"cmhsbk3ct0iqnmaftxjmz4c6z","REC-0000515","Recommendation 515 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":660}","Positive impact on efficiency",47172251.62268285,"IGNORED",,,,,,"2025-10-21T23:02:55.225Z","2025-11-09T23:02:55.997Z"
"cmhsbk3cu0iqomaftq5h7ctwt","REC-0000516","Recommendation 516 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":251}",,49917836.64297072,"PENDING",,,,,,"2025-10-07T23:02:55.225Z","2025-11-09T23:02:55.999Z"
"cmhsbk3cw0iqpmaft1lfg06c6","REC-0000517","Recommendation 517 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":767}","Positive impact on efficiency",54908551.03256122,"IGNORED",,,,,,"2025-10-07T23:02:55.225Z","2025-11-09T23:02:56.001Z"
"cmhsbk3cy0iqqmaftdq85t4js","REC-0000518","Recommendation 518 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":341}","Positive impact on efficiency",10292067.22313973,"EXECUTED","cmhsbjkfs001jmaftkhidw659","2025-10-24T09:46:43.551Z","Implemented successfully",0.6547258041821842,,"2025-10-21T23:02:55.225Z","2025-11-09T23:02:56.002Z"
"cmhsbk3cz0iqrmaftd27olhfn","REC-0000519","Recommendation 519 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":643}","Positive impact on efficiency",46853424.83125591,"IGNORED",,,,,,"2025-09-23T23:02:55.225Z","2025-11-09T23:02:56.004Z"
"cmhsbk3d10iqsmaftrusmaib6","REC-0000520","Recommendation 520 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":534}",,13155254.29198612,"PENDING",,,,,,"2025-09-18T23:02:55.225Z","2025-11-09T23:02:56.005Z"
"cmhsbk3d20iqtmaftvdklc70f","REC-0000521","Recommendation 521 - Optimize operational efficiency","ALLOCATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":260}","Positive impact on efficiency",34326046.09202626,"EXECUTED","cmhsbjkfx001mmaft1cjo39b1","2025-10-06T12:05:46.025Z","Implemented successfully",0.9480810169697619,,"2025-09-29T23:02:55.225Z","2025-11-09T23:02:56.007Z"
"cmhsbk3d40iqumaftqp83kf0n","REC-0000522","Recommendation 522 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":118}","Positive impact on efficiency",53910072.05444341,"IGNORED",,,,,,"2025-09-13T23:02:55.225Z","2025-11-09T23:02:56.008Z"
"cmhsbk3d50iqvmaft4n4ie5gq","REC-0000523","Recommendation 523 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":820}","Positive impact on efficiency",8443432.203903973,"EXECUTED","cmhsbjkfz001omaftunemdkn1","2025-11-12T04:09:34.677Z","Implemented successfully",0.919585088131432,,"2025-11-02T23:02:55.225Z","2025-11-09T23:02:56.010Z"
"cmhsbk3d70iqwmaft987ko4jy","REC-0000524","Recommendation 524 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":868}","Positive impact on efficiency",29411311.34348895,"EXECUTED","cmhsbjkg0001pmaft6qk5mj2s","2025-09-13T05:25:28.037Z","Implemented successfully",0.7944334313902905,,"2025-09-11T23:02:55.225Z","2025-11-09T23:02:56.011Z"
"cmhsbk3d90iqxmaftm09e1b9l","REC-0000525","Recommendation 525 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":201}","Positive impact on efficiency",25398677.79756831,"EXECUTED","cmhsbjkg2001qmaft2hiy9wic","2025-09-26T16:54:06.010Z","Implemented successfully",0.6246168648129943,,"2025-09-16T23:02:55.225Z","2025-11-09T23:02:56.013Z"
"cmhsbk3da0iqymafthydx06qf","REC-0000526","Recommendation 526 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":938}","Positive impact on efficiency",30923063.05929604,"IGNORED",,,,,,"2025-10-31T23:02:55.225Z","2025-11-09T23:02:56.015Z"
"cmhsbk3dc0iqzmafttybdhde0","REC-0000527","Recommendation 527 - Optimize operational efficiency","ALLOCATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":443}","Positive impact on efficiency",51282663.16315821,"IGNORED",,,,,,"2025-10-11T23:02:55.225Z","2025-11-09T23:02:56.017Z"
"cmhsbk3de0ir0maftxwihqm5w","REC-0000528","Recommendation 528 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":434}",,47598934.33568773,"PENDING",,,,,,"2025-10-24T23:02:55.225Z","2025-11-09T23:02:56.018Z"
"cmhsbk3dg0ir1maftg0fh4h7a","REC-0000529","Recommendation 529 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":57}",,33863194.6041878,"PENDING",,,,,,"2025-09-15T23:02:55.225Z","2025-11-09T23:02:56.020Z"
"cmhsbk3dh0ir2maft8k4d17dh","REC-0000530","Recommendation 530 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":521}","Positive impact on efficiency",19968774.49903574,"IGNORED",,,,,,"2025-11-07T23:02:55.225Z","2025-11-09T23:02:56.021Z"
"cmhsbk3di0ir3maftk996cx0g","REC-0000531","Recommendation 531 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":233}","Positive impact on efficiency",38950182.9127001,"EXECUTED","cmhsbjkdq0002maftd9q9pi93","2025-10-28T18:22:00.867Z","Implemented successfully",0.7855600476147024,,"2025-10-25T23:02:55.225Z","2025-11-09T23:02:56.023Z"
